y,x,z
3,1.8117203538153117,0.9933950022395238
1,-0.7290535593099604,2.0319858087244436
2,-1.085626486216842,0.025518394938108695
0,-0.4019110540118985,-1.7068106489226087
0,-1.1525924202528666,0.3522452827747863
0,1.5082245979543178,0.9935440051317825
1,0.8799003751433262,0.5183655330371848
2,0.6376331108390758,0.5269524370604569
0,1.4098711969174338,0.26626721862493724
2,-0.6013371435008042,-0.7423684475894484
0,-1.3141295287642631,0.22547135210426147
1,0.34707105924507203,-0.3108658952009548
0,0.30928530325756975,0.07944843988310146
2,-0.8555222693669294,-0.2649611473240478
1,0.5358478388642054,0.4364264013510535
10,1.472075036234297,-1.2098467112894862
0,-0.5333133801615554,0.8314048074162548
0,0.1946808667698343,2.0130311774898924
2,0.3442433434023035,-1.7580928695344968
0,0.4858186700589222,-1.1442237466066845
2,1.0229046256720604,0.9780638152677089
20,0.5884812979394284,-0.7695757257676664
1,1.3996596900845397,-0.07299386523673553
0,-0.8102606906416148,-0.06500259678128087
0,-0.4721162046105154,0.0530676456642359
9,0.8197165206408423,-3.339994759374079
0,-0.44243047086296666,-1.3512269536698476
2,-0.5598614612204968,-0.06217194978015363
0,-0.045490851534680146,1.9514245257496494
1,0.3522498740560033,1.0503962880058488
2,-0.4976770833287136,1.2683885807660427
0,0.5931558869364731,-1.8807276729625486
2,1.3875743135329424,-0.1395395130825561
0,-1.7844949637251184,-0.28534681251859456
0,-2.2867480707439607,1.750016188506068
2,0.7529525996120232,0.3122657502849634
0,-0.7963274933524559,0.2933502339531594
5,1.456338712618061,0.05103684434255286
5,2.869419620334223,0.3897145418937575
0,-0.1417556531747141,-1.4387883828968993
0,-0.38360750106873287,0.18900672334827096
8,-0.006955671435974909,-0.6170630974334997
2,0.28156335580553693,0.30989383064546383
2,-0.04537792429784307,1.2653990289702781
3,-0.9037937899515781,-0.2939200447853805
4,0.4142696430423947,-1.4552293768073365
0,-2.0191241562791005,0.6446825057396561
0,0.39333926410180386,-1.2147702244949083
0,0.10049274652194339,-1.9082953191355374
0,1.3082414891222724,1.4123697009172147
0,0.16334949901557833,1.9075769734615844
2,0.48536619729470293,-1.0373439878362518
2,-0.9463490063330606,-0.152113487343394
2,0.17447654955057992,2.4245975970179483
2,0.776993025934156,-1.3965757584880418
1,1.0210192652595211,-0.8808599133840159
0,0.11872045591781351,0.3206787024258532
6,1.585394321486829,-3.031125786399209
3,1.2754792438415863,-0.8937558535709457
1,-0.6520211074260309,1.0962923720675526
1,-2.467687481636344,0.7914021766166739
2,-1.0975609353922209,-0.40236218111078786
2,0.06834706404243869,-0.15642450380255826
3,0.15932063588330403,0.9461246953833278
5,-0.2935109036853436,0.5276184896780677
1,-0.4200864670796198,1.2944249323745487
0,0.6492172820055159,1.9411220607857098
2,-0.5882137415624455,0.035150302746883855
0,-2.1273589660575385,1.94943919377461
0,-0.3103453990324764,0.8077639600277023
0,1.018053675255963,-0.4106826303236362
0,-0.8508555121230515,0.5622393799480888
1,0.6396637655638814,-0.7080107859236862
3,0.5752481442465294,0.6048073911863745
0,-0.016286598366475016,0.5385838597846395
3,0.4088118431412965,0.135460795605883
2,-0.9175255766381111,1.675137189212354
0,0.06029143424746619,-1.021436150854622
1,1.5002468278753234,0.7481977094920326
1,-0.07610071366999939,-0.24499064859768283
0,-1.1023359839024136,0.5514818158434915
1,1.4637693798029776,0.7587656572744298
0,-1.361422505039739,1.6538377133378315
1,1.6521216403136185,0.3189420342371664
0,0.09518533870960057,1.2513877284250332
1,0.6180667005185378,1.0153491844295164
0,0.35386122979858664,1.2592466776492666
0,0.020367365918070267,0.8143181624356428
5,1.0784297769533464,-0.900914173817425
2,-0.07708956493082722,1.7715871694691554
